1457395203;414.114
1457395205;414.114
1457395207;414.114
1457395211;414.114
1457395213;414.114
1457395215;414.114
1457395217;414.114
1457395221;413.894
1457395223;413.894
1457395225;413.894
1457395229;413.894
1457395231;413.894
1457395233;413.894
1457395235;413.894
1457395239;413.894
1457395241;413.894
1457395243;414.864
1457395247;414.065
1457395249;414.065
1457395251;412.216
1457395253;412.216
1457395257;412.216
1457395259;414.038
1457395261;414.554
1457395263;414.554
1457395267;414.554
1457395269;414.554
1457395271;414.554
1457395273;413.118
1457395277;412.382
1457395279;413.948
1457395281;413.948
1457395283;413.948
1457395287;412.379
1457395289;412.12
1457395291;412.12
1457395295;413.116
1457395297;413.116
1457395299;413.116
1457395301;413.116
1457395305;413.116
1457395307;413.116
1457395309;413.116
1457395311;413.116
1457395315;413.945
1457395317;413.945
1457395319;413.945
1457395321;413.945
1457395325;413.945
1457395327;413.945
1457395329;413.945
1457395331;413.945
1457395335;412.391
1457395337;412.391
1457395339;412.391
1457395341;412.391
1457395345;413.669
1457395347;413.669
1457395349;413.669
1457395354;413.716
1457395356;413.716
1457395358;413.933
1457395360;413.933
1457395364;413.4
1457395366;413.4
1457395368;412.396
1457395370;412.396
1457395372;412.396
1457395376;413.6
1457395378;413.6
1457395380;413.6
1457395382;413.6
1457395384;412.2
1457395388;412.2
1457395390;413.933
1457395392;413.421
1457395394;412.119
1457395398;414.488
1457395400;414.488
1457395402;413.116
1457395404;413.118
1457395408;413.118
1457395410;413.118
1457395412;413.118
1457395414;413.118
1457395416;413.118
1457395420;413.118
1457395422;413.118
1457395424;414.483
1457395428;414.483
1457395430;414.545
1457395432;414.545
1457395434;414.545
1457395438;414.545
1457395440;414.545
1457395442;414.545
1457395450;414.545
1457395452;414.545
1457395456;414.546
1457395458;414.546
1457395460;414.546
1457395462;414.546
1457395466;414.869
1457395468;414.869
1457395470;413.928
1457395472;413.928
1457395476;413.928
1457395478;412.377
1457395480;412.377
1457395482;412.377
1457395486;414.544
1457395488;414.544
1457395490;414.544
1457395492;414.544
1457395496;414.544
1457395498;414.544
1457395500;414.544
1457395502;414.544
1457395506;414.544
1457395508;414.544
1457395510;414.544
1457395514;412.981
1457395516;414.475
1457395518;414.475
1457395520;414.475
1457395524;414.475
1457395526;414.475
1457395528;414.475
1457395532;414.475
1457395534;414.475
1457395536;414.475
1457395538;414.475
1457395542;414.475
1457395544;414.475
1457395546;414.475
1457395548;414.188
1457395552;414.188
1457395554;414.188
1457395556;414.188
1457395558;414.188
1457395562;414.539
1457395564;414.539
1457395566;414.539
1457395568;414.539
1457395572;414.41
1457395574;414.41
1457395576;414.869
1457395578;414.869
1457395582;414.41
1457395584;414.41
1457395586;414.41
1457395588;414.41
1457395590;414.41
1457395594;413.359
1457395596;413.065
1457395598;412.981
1457395600;412.803
1457395604;413.36
1457395606;413.36
1457395608;414.552
1457395610;412.614
1457395614;412.614
1457395616;412.614
1457395618;412.614
1457395620;412.614
1457395622;412.614
1457395626;412.614
1457395628;412.614
1457395630;412.614
1457395632;412.614
1457395634;412.119
